Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Wickerhamiella sorbophila		strain: DS02	45607	ASM225199v2	GCF_002251995.1	RefSeq	From INSDC submitter	Contig	2571092	8129113	2017-08-15	4740	PRJNA383455	SAMN06765614
Seriola dumerili	greater amberjack	isolate: Sdu_G_001	41447	Sdu_1.0	GCF_002260705.1	RefSeq	NCBI Annotation Release 100	Scaffold	249755	677669644	2017-08-03	24190	PRJDB5856	SAMD00083043
Bos taurus	cattle	breed: Hereford, isolate: L1 Dominette 01449 registration number 42190680, sex: female	9913	ARS-UCD1.2	GCF_002263795.1	RefSeq	NCBI Annotation Release 106	Chromosome	25896116	2715837454	2018-04-11	35143	PRJNA391427;PRJNA12555	SAMN03145444
Enhydra lutris kenyoni		isolate: GAN:26980312, sex: male	391180	ASM228890v2	GCF_002288905.1	RefSeq	NCBI Annotation Release 100	Scaffold	244548	2455260235	2017-09-11	24105	PRJNA388419	SAMN07211055
Delphinapterus leucas	beluga whale	isolate: GAN/ISIS: 26980492/103006, sex: female	9749	ASM228892v3	GCF_002288925.2	RefSeq	NCBI Annotation Release 101	Scaffold	196689	2362758273	2019-08-29	27561	PRJNA360851	SAMN06216270
Durio zibethinus	durian	cultivar: Musang King, isolate: D1	66656	Duzib1.0	GCF_002303985.1	RefSeq	NCBI Annotation Release 100	Scaffold	549783	715230256	2017-09-15	44795	PRJNA400310	SAMN07563003
Varroa destructor	honeybee mite		109461	Vdes_3.0	GCF_002443255.1	RefSeq	NCBI Annotation Release 100	Scaffold	201886	368925819	2017-09-27	12867	PRJDB6279	SAMD00093521
Varroa jacobsoni		isolate: VJ856, sex: male	62625	vjacob_1.0	GCF_002532875.1	RefSeq	NCBI Annotation Release 100	Scaffold	96009	365585945	2017-10-10	15486	PRJNA391052	SAMN07256664
Besnoitia besnoiti		strain: Bb-Ger1	94643	Bbes1.0	GCF_002563875.1	RefSeq	From INSDC submitter	Chromosome	4079493	58810784	2017-10-18	8546	PRJNA305615	SAMN04330037
Stylophora pistillata		isolate: CSM Monaco	50429	Stylophora pistillata v1	GCF_002571385.1	RefSeq	NCBI Annotation Release 100	Scaffold	20610	400103141	2017-10-17	28908	PRJNA281535	SAMN03491624
Spodoptera litura		sex: male, strain: Ishihara	69820	ASM270686v1	GCF_002706865.1	RefSeq	NCBI Annotation Release 100	Chromosome	68350	438940887	2017-10-25	17426	PRJNA344815	SAMN05845584
Rhizopus microsporus ATCC 52813		strain: ATCC 52813	1340429	Rhimi1_1	GCF_002708625.1	RefSeq	From INSDC submitter	Scaffold	69381	25972395	2017-10-23	10959	PRJNA205957	SAMN02745869
Cucurbita maxima	winter squash	cultivar: Rimu	3661	Cmax_1.0	GCF_002738345.1	RefSeq	NCBI Annotation Release 100	Scaffold	62207	271413401	2017-10-31	35289	PRJNA385310	SAMN06886671
Cucurbita moschata	crookneck pumpkin	cultivar: Rifu	3662	Cmos_1.0	GCF_002738365.1	RefSeq	NCBI Annotation Release 100	Scaffold	48191	269943085	2017-10-31	35355	PRJNA385310	SAMN06886672
Cercospora beticola		strain: 09-40	122368	CB0940_V2	GCF_002742065.1	RefSeq	From INSDC submitter	Chromosome	173652	37057033	2017-11-03	12271	PRJNA270309	SAMN03265455
Ovis aries	sheep	breed: Rambouillet, sex: female, strain: OAR_USU_Benz2616	9940	Oar_rambouillet_v1.0	GCF_002742125.1	RefSeq	NCBI Annotation Release 103	Chromosome	2572683	2869897780	2017-11-02	33623	PRJNA414087	SAMEA104496890
Olea europaea var. sylvestris	wild olive		158386	O_europaea_v1	GCF_002742605.1	RefSeq	NCBI Annotation Release 100	Chromosome	48311	1140989389	2017-11-03	47911	PRJNA350614	SAMN05943011
[Candida] auris		strain: B11221	498019	Cand_auris_B11221_V1	GCF_002775015.1	RefSeq	From INSDC submitter	Scaffold	1467420	12741178	2017-11-15	5714	PRJNA328792	SAMN05379609
Xiphophorus maculatus	southern platyfish	sex: male, strain: JP 163 A	8083	X_maculatus-5.0-male	GCF_002775205.1	RefSeq	NCBI Annotation Release 102	Chromosome	9181372	704304519	2017-12-07	27255	PRJNA72525	SAMN08025980
Amphiprion ocellaris	clown anemonefish	isolate: DU_AmpOce	80972	AmpOce1.0	GCF_002776465.1	RefSeq	NCBI Annotation Release 101	Scaffold	324210	880704246	2017-11-16	29017	PRJNA407816	SAMN07982614
Piliocolobus tephrosceles	Ugandan red Colobus	isolate: RC106, sex: male	591936	ASM277652v3	GCF_002776525.3	RefSeq	NCBI Annotation Release 102	Chromosome	98446	3037997551	2019-12-12	39803	PRJNA413051	SAMN07735529
Melanaphis sacchari		strain: LSU	742174	SCAv2.0	GCF_002803265.2	RefSeq	NCBI Annotation Release 100	Scaffold	275006	300271876	2018-06-22	13619	PRJNA413550	SAMN07757676
Cucurbita pepo subsp. pepo	vegetable marrow	cultivar: mu-cu-16	3664	ASM280686v2	GCF_002806865.1	RefSeq	NCBI Annotation Release 100	Chromosome	108627	260371926	2017-12-07	35798	PRJNA386743	SAMN07125871
Seriola lalandi dorsalis		ecotype: SW California, isolate: HSWRI2012SDOR001	1841481	Sedor1	GCF_002814215.1	RefSeq	NCBI Annotation Release 100	Scaffold	51346	732493304	2017-12-08	29701	PRJNA319656	SAMN04902367
Physeter catodon	sperm whale	isolate: SW-GA, sex: female	9755	ASM283717v2	GCF_002837175.2	RefSeq	NCBI Annotation Release 102	Chromosome	42542	2512132974	2019-03-08	30288	PRJNA411766	SAMN07836523
Aspergillus candidus		strain: CBS 102.13	41067	Aspcand1	GCF_002847045.1	RefSeq	From INSDC submitter	Scaffold	285163	27317772	2017-12-21	9803	PRJNA334018	SAMN05446799
Aspergillus novofumigatus IBT 16806		strain: IBT 16806	1392255	Aspnov1	GCF_002847465.1	RefSeq	From INSDC submitter	Contig	3768347	32440129	2017-12-27	11620	PRJNA217212	SAMN02744592
Aspergillus campestris IBT 28561		strain: IBT 28561	1392248	Aspcam1	GCF_002847485.1	RefSeq	From INSDC submitter	Contig	1703432	28257496	2017-12-27	9824	PRJNA217206	SAMN02744593
Aspergillus steynii IBT 23096		strain: IBT 23096	1392250	Aspste1	GCF_002849105.1	RefSeq	From INSDC submitter	Contig	3921250	37847960	2017-12-30	13148	PRJNA217208	SAMN02744649
Equus caballus	horse	breed: thoroughbred, isolate: Twilight, sex: female	9796	EquCab3.0	GCF_002863925.1	RefSeq	NCBI Annotation Release 103	Chromosome	1502753	2506949475	2018-01-05	33146	PRJNA18661;PRJNA421018	SAMN02953672
Hyaloscypha bicolor E		strain: E	1095630	Melbi2	GCF_002865645.1	RefSeq	From INSDC submitter	Scaffold	1166752	82384847	2018-01-08	18640	PRJNA196026	SAMN02194342
Lactuca sativa	cultivated lettuce	cultivar: Salinas	4236	Lsat_Salinas_v7	GCF_002870075.1	RefSeq	NCBI Annotation Release 100	Scaffold	28335	2384036052	2018-01-09	46234	PRJNA173551	SAMN01730979
Paramormyrops kingsleyae		ecotype: Bambomo Creek, P0-Absent, isolate: PKING1, sex: male	1676925	PKINGS_0.1	GCF_002872115.1	RefSeq	NCBI Annotation Release 100	Scaffold	37656	799421083	2018-01-10	28534	PRJNA417677	SAMN08000665
Oncorhynchus tshawytscha	Chinook salmon	isolate: Chilliwack Hatchery Individual DE9421, sex: female	74940	Otsh_v1.0	GCF_002872995.1	RefSeq	NCBI Annotation Release 100	Chromosome	133169	2425697331	2018-01-16	53685	PRJNA416144	SAMN07843558
Pan troglodytes	chimpanzee	isolate: Yerkes chimp pedigree #C0471 (Clint), sex: male	9598	Clint_PTRv2	GCF_002880755.1	RefSeq	NCBI Annotation Release 105	Chromosome	12268567	3050381528	2018-01-19	40980	PRJNA13184;PRJNA369439	SAMN06272697
Pongo abelii	Sumatran orangutan	isolate: Susie, sex: female	9601	Susie_PABv2	GCF_002880775.1	RefSeq	NCBI Annotation Release 103	Chromosome	11074009	3065035716	2018-01-19	34351	PRJNA369439;PRJNA20869	SAMN06275555
Cryptotermes secundus			105785	Csec_1.0	GCF_002891405.2	RefSeq	NCBI Annotation Release 101	Scaffold	63940	1018932804	2018-01-17	15413	PRJNA381866	SAMN06690155
Ixodes scapularis	black-legged tick		6945	ISE6_asm2.2_deduplicated	GCF_002892825.2	RefSeq	NCBI Annotation Release 100	Contig	835681	2081329876	2018-09-28	37259	PRJNA345486	SAMN06329993
Babesia ovata		strain: Miyake	189622	Bovata_7.1	GCF_002897235.1	RefSeq	From INSDC submitter	Contig	2090503	14453397	2017-12-15	5108	PRJDB5725	SAMD00078978
Cyanistes caeruleus	blue tit	isolate: BT333_1, sex: male	156563	cyaCae2	GCF_002901205.1	RefSeq	NCBI Annotation Release 100	Scaffold	105778	1186980630	2018-01-26	24271	PRJNA284903	SAMN03734925
Quercus suber	cork oak	isolate: HL8	58331	CorkOak1.0	GCF_002906115.1	RefSeq	NCBI Annotation Release 100	Scaffold	80917	953298670	2018-01-29	58326	PRJNA392919	SAMN07312269
Salvelinus sp. IW2-2015		isolate: IW2-2015	2691554	ASM291031v2	GCF_002910315.2	RefSeq	NCBI Annotation Release 101	Chromosome	55619	2169536488	2018-02-12	46775	PRJNA348349	SAMN06561764
Oryzias melastigma	Indian medaka	sex: pooled male and female, strain: HK-1	30732	ASM292280v2	GCF_002922805.2	RefSeq	NCBI Annotation Release 101	Chromosome	30057	778686656	2020-04-13	28599	PRJNA401159	SAMN07596545
[Candida] haemuloni		strain: B11899	45357	CanHae_1.0	GCF_002926055.2	RefSeq	From INSDC submitter	Contig	1730876	13274804	2018-02-13	5409	PRJNA421961	SAMN08161437
[Candida] duobushaemulonis		strain: B09383	1231522	CanDuoHae_v1.0	GCF_002926085.2	RefSeq	From INSDC submitter	Contig	3288798	12557957	2018-02-13	5329	PRJNA421966	SAMN08161465
Sitophilus oryzae	rice weevil	breed: Bouriz	7048	Soryzae_2.0	GCF_002938485.1	RefSeq	NCBI Annotation Release 100	Scaffold	1039787	770550206	2019-09-09	17957	PRJNA431034	SAMN08382431
Vanessa tameamea		isolate: Waianae, sex: female	334116	ASM293899v1	GCF_002938995.1	RefSeq	NCBI Annotation Release 100	Scaffold	254123	357124929	2018-02-23	13610	PRJNA412104	SAMN07695352
Desmodus rotundus	common vampire bat	isolate: DRU21DN04, sex: male	9430	ASM294091v2	GCF_002940915.1	RefSeq	NCBI Annotation Release 100	Scaffold	80250	2063791738	2018-02-23	27052	PRJNA414273	SAMN07783852
Rosa chinensis	China rose	cultivar: Old Blush	74649	RchiOBHm-V2	GCF_002994745.1	RefSeq	NCBI Annotation Release 100	Chromosome	22201688	513854168	2019-01-15	40349	PRJNA413292	SAMN07737764
Cyclospora cayetanensis		isolate: NF1_C8	88456	CcayRef3	GCF_002999335.1	RefSeq	NCBI Annotation Release 100	Contig	192560	44363576	2018-03-14	6043	PRJNA357479	SAMN08618443
Hyaena hyaena	striped hyena	isolate: Hyena2069, sex: female	95912	ASM300989v1	GCF_003009895.1	RefSeq	NCBI Annotation Release 100	Scaffold	311202	2374716107	2018-03-19	29685	PRJNA390068	SAMN07212965
[Candida] pseudohaemulonis		strain: B12108	418784	Cand_pseudohaemulonii_B12108	GCF_003013735.1	RefSeq	From INSDC submitter	Scaffold	541754	12591275	2018-03-22	5285	PRJNA438484	SAMN08714088
Diabrotica virgifera virgifera	western corn rootworm	isolate: Ped12-6-A-3, sex: female	50390	Dvir_v2.0	GCF_003013835.1	RefSeq	NCBI Annotation Release 100	Scaffold	6238	2418073815	2018-10-15	25398	PRJNA432972	SAMN08631342
Amorphotheca resinae ATCC 22711		strain: ATCC 22711	857342	Amore1	GCF_003019875.1	RefSeq	From INSDC submitter	Scaffold	216801	28632918	2018-03-27	9642	PRJNA207866	SAMN00788613
Trichoderma harzianum CBS 226.95		strain: CBS 226.95	983964	Triha v1.0	GCF_003025095.1	RefSeq	From INSDC submitter	Scaffold	360628	40980648	2018-03-30	14294	PRJNA207867	SAMN00761861
Trichoderma asperellum CBS 433.97		strain: CBS 433.97	1042311	Trias v. 1.0	GCF_003025105.1	RefSeq	From INSDC submitter	Scaffold	163984	37464610	2018-03-30	12801	PRJNA207877	SAMN00769595
Trichoderma citrinoviride		strain: TUCIM 6016	58853	Trici v4.0	GCF_003025115.1	RefSeq	From INSDC submitter	Scaffold	240081	33215161	2018-03-30	9929	PRJNA328283	SAMN05369575
Neophocaena asiaeorientalis asiaeorientalis	Yangtze finless porpoise	breed: wild, sex: male	1706337	Neophocaena_asiaeorientalis_V1	GCF_003031525.1	RefSeq	NCBI Annotation Release 100	Scaffold	86003	2284611699	2018-04-03	25762	PRJNA343136	SAMN05831577
Empidonax traillii	willow flycatcher	ecotype: Southwest subspecies, isolate: 1590-97213	164674	ASM303162v1	GCF_003031625.1	RefSeq	NCBI Annotation Release 100	Scaffold	86564	1123485537	2018-04-03	19316	PRJNA437496	SAMN08663748
Pichia kudriavzevii		strain: CBS573	4909	ASM305444v1	GCF_003054445.1	RefSeq	From INSDC submitter	Complete Genome	2745854	10812555	2018-04-17	5324	PRJNA434433	SAMN08558011
Temnothorax curvispinosus		isolate: PA1	300111	ASM307098v1	GCF_003070985.1	RefSeq	NCBI Annotation Release 100	Scaffold	38942	303539295	2018-04-24	17453	PRJNA449537	SAMN08906336
Pomacea canaliculata		isolate: SZHN2017, sex: female	400727	ASM307304v1	GCF_003073045.1	RefSeq	NCBI Annotation Release 100	Chromosome	1072857	440143917	2018-05-11	24345	PRJNA427478	SAMN08443704
Arachis hypogaea	peanut	cultivar: Tifrunner	3818	arahy.Tifrunner.gnm1.KYV3	GCF_003086295.2	RefSeq	NCBI Annotation Release 101	Chromosome	1498096	2556916893	2018-05-30	109230	PRJNA419393	SAMN08051159
Bubalus bubalis	water buffalo	breed: Mediterranean, sex: female	89462	UOA_WB_1	GCF_003121395.1	RefSeq	NCBI Annotation Release 101	Chromosome	22441509	2655764417	2018-05-14	34037	PRJNA437177	SAMN08640746
Tilletiopsis washingtonensis		strain: MCA 4186	58919	Tilwa1	GCF_003144115.1	RefSeq	From INSDC submitter	Scaffold	209942	18761941	2018-05-21	7053	PRJNA247833	SAMN05503900
Pseudomicrostroma glucosiphilum		strain: MCA 4718	1684307	Rhodsp1	GCF_003144135.1	RefSeq	From INSDC submitter	Scaffold	393114	17184282	2018-05-21	6727	PRJNA330883	SAMN05428992
Ceraceosorus guamensis		strain: MCA 4658	1522189	Cersp1	GCF_003144195.1	RefSeq	From INSDC submitter	Scaffold	211048	24148100	2018-05-21	7861	PRJNA254921	SAMN02919188
Meira miltonrushii		strain: MCA 3882	1280837	Meimi1	GCF_003144205.1	RefSeq	From INSDC submitter	Scaffold	624146	17383515	2018-05-21	7485	PRJNA247836	SAMN02787052
Jaminaea rosea		strain: MCA 5214	1569628	Jamsp1	GCF_003144245.1	RefSeq	From INSDC submitter	Scaffold	655997	16615586	2018-05-21	6904	PRJNA334361	SAMN05446219
Acaromyces ingoldii		strain: MCA 4198	215250	Acain1	GCF_003144295.1	RefSeq	From INSDC submitter	Scaffold	1252185	19330111	2018-05-21	8071	PRJNA247834	SAMN02787018
Vulpes vulpes	red fox	sex: male, strain: TameXAggressive cross	9627	VulVul2.2	GCF_003160815.1	RefSeq	NCBI Annotation Release 100	Scaffold	55450	2421551259	2018-05-25	29061	PRJNA378561	SAMN06553695
Aspergillus sclerotioniger CBS 115572		strain: CBS 115572	1450535	Aspscl1	GCF_003184525.1	RefSeq	From INSDC submitter	Contig	930588	36720365	2018-06-04	12650	PRJNA235065	SAMN05661070
Aspergillus eucalypticola CBS 122712		strain: CBS 122712	1448314	Aspeuc1	GCF_003184535.1	RefSeq	From INSDC submitter	Contig	865111	34792412	2018-06-04	12129	PRJNA235076	SAMN05660444
Aspergillus heteromorphus CBS 117.55		strain: CBS 117.55	1448321	Asphet1	GCF_003184545.1	RefSeq	From INSDC submitter	Contig	657941	35607567	2018-06-04	11089	PRJNA235089	SAMN05660217
Aspergillus saccharolyticus JOP 1030-1		strain: JOP 1030-1	1450539	Aspsac1	GCF_003184585.1	RefSeq	From INSDC submitter	Scaffold	268948	31096189	2018-06-04	10381	PRJNA235058	SAMN05660449
Aspergillus niger CBS 101883		strain: CBS 101883	1450533	Asplac1	GCF_003184595.1	RefSeq	From INSDC submitter	Scaffold	411928	35853610	2018-06-04	13359	PRJNA235063	SAMN05660348
Aspergillus neoniger CBS 115656		strain: CBS 115656	1448310	Aspneo1	GCF_003184625.1	RefSeq	From INSDC submitter	Scaffold	343923	35416444	2018-06-04	12223	PRJNA235072	SAMN05660318
Aspergillus brunneoviolaceus CBS 621.78		strain: CBS 621.78	1450534	Aspbru1	GCF_003184695.1	RefSeq	From INSDC submitter	Scaffold	253676	37477200	2018-06-04	12391	PRJNA235064	SAMN05660981
Aspergillus uvarum CBS 121591		strain: CBS 121591	1448315	Aspuva1	GCF_003184745.1	RefSeq	From INSDC submitter	Scaffold	276704	35850703	2018-06-04	12347	PRJNA235077	SAMN05660759
Aspergillus piperis CBS 112811		strain: CBS 112811	1448313	Asppip1	GCF_003184755.1	RefSeq	From INSDC submitter	Scaffold	469711	35280331	2018-06-04	12360	PRJNA235074	SAMN05660207
Aspergillus aculeatinus CBS 121060		strain: CBS 121060	1448322	Aspacu1	GCF_003184765.1	RefSeq	From INSDC submitter	Scaffold	200731	36471649	2018-06-04	12354	PRJNA235093	SAMN05660730
Aspergillus japonicus CBS 114.51		strain: CBS 114.51	1448312	Aspjap1	GCF_003184785.1	RefSeq	From INSDC submitter	Scaffold	226011	36099954	2018-06-04	12345	PRJNA235073	SAMN05660717
Aspergillus costaricaensis CBS 115574		strain: CBS 115574	1448317	Aspcos1	GCF_003184835.1	RefSeq	From INSDC submitter	Scaffold	426603	36947918	2018-06-04	12238	PRJNA235080	SAMN05660767
Aspergillus ibericus CBS 121593		strain: CBS 121593	1448316	Aspibe1	GCF_003184845.1	RefSeq	From INSDC submitter	Scaffold	283478	33437983	2018-06-04	11989	PRJNA235079	SAMN05660294
Aspergillus homomorphus CBS 101889		strain: CBS 101889	1450537	Asphom1	GCF_003184865.1	RefSeq	From INSDC submitter	Scaffold	295779	34054866	2018-06-04	11663	PRJNA235062	SAMN05660655
Aspergillus vadensis CBS 113365		strain: CBS 113365	1448311	Aspvad1	GCF_003184925.1	RefSeq	From INSDC submitter	Scaffold	673643	35663374	2018-06-04	12404	PRJNA235071	SAMN05661105
Harpegnathos saltator	Jerdon's jumping ant	sex: female, strain: DR-91	610380	Hsal_v8.5	GCF_003227715.1	RefSeq	NCBI Annotation Release 102	Scaffold	911506	334536844	2018-06-14	14340	PRJNA445978	SAMN08810140
Camponotus floridanus	Florida carpenter ant	sex: female, strain: SB8	104421	Cflo_v7.5	GCF_003227725.1	RefSeq	NCBI Annotation Release 102	Scaffold	1278439	284009182	2018-06-14	14020	PRJNA445978	SAMN08810141
Apis mellifera	honey bee	sex: male, strain: DH4	7460	Amel_HAv3.1	GCF_003254395.2	RefSeq	NCBI Annotation Release 104	Chromosome	5382476	225234541	2018-09-10	12374	PRJNA471592;PRJNA10625	SAMN09259743
Theropithecus gelada	gelada	isolate: Dixy, sex: female	9565	Tgel_1.0	GCF_003255815.1	RefSeq	NCBI Annotation Release 100	Chromosome	310061	2889614139	2018-06-19	32585	PRJNA470999	SAMN09197221
Athene cunicularia	burrowing owl	isolate: RWA, sex: male	194338	athCun1	GCF_003259725.1	RefSeq	NCBI Annotation Release 100	Scaffold	64091	1157069330	2018-06-21	15773	PRJNA431202	SAMN08961563
Callorhinus ursinus	northern fur seal	isolate: GAN/ISIS: 27379988/994484, sex: female	34884	ASM326570v1	GCF_003265705.1	RefSeq	NCBI Annotation Release 100	Scaffold	133024	2706852204	2018-06-26	34848	PRJNA475116	SAMN09379881
Sipha flava	yellow sugarcane aphid	isolate: LNK	143950	YSA_version1	GCF_003268045.1	RefSeq	NCBI Annotation Release 100	Scaffold	163055	353179758	2018-06-26	15476	PRJNA472250	SAMN09230380
Scaptodrosophila lebanonensis		strain: 11010-0011.00,11010-0021.00	7225	SlebRS2	GCF_003285725.1	RefSeq	NCBI Annotation Release 100	Contig	7854782	247077949	2019-05-29	14903	PRJNA475270	SAMN09383169
Drosophila virilis		strain: 15010-1051.48,49,85	7244	DvirRS2	GCF_003285735.1	RefSeq	NCBI Annotation Release 103	Contig	8697263	189443829	2018-10-23	16102	PRJNA475270	SAMN09383168
Drosophila novamexicana		sex: pooled male and female, strain: 15010-1031.04,08,12	47314	DnovRS2.1	GCF_003285875.2	RefSeq	NCBI Annotation Release 100	Contig	3158326	177223868	2018-10-23	14480	PRJNA475270	SAMN09383009
Drosophila hydei		sex: pooled male and female, strain: 15085-1641.00,03,60	7224	DhydRS2	GCF_003285905.1	RefSeq	NCBI Annotation Release 101	Contig	3367158	153741574	2019-05-29	14400	PRJNA475270	SAMN09383128
Drosophila ananassae		sex: female, strain: 14024-0371.16-18	7217	DanaRS2.1	GCF_003285975.2	RefSeq	NCBI Annotation Release 101	Contig	6212830	217108776	2018-10-23	16275	PRJNA475270	SAMN09383008
Drosophila persimilis		strain: 14011-0111.01,24,50	7234	DperRS2	GCF_003286085.1	RefSeq	NCBI Annotation Release 101	Contig	5212974	195512972	2018-10-23	15854	PRJNA475270	SAMN09383163
Drosophila erecta		sex: pooled male and female, strain: 14021-0224.00,06,07	7220	DereRS2	GCF_003286155.1	RefSeq	NCBI Annotation Release 101	Contig	22146549	146538397	2018-10-23	14681	PRJNA475270	SAMN09383010
Malassezia restricta		strain: KCTC 27527	76775	ASM329048v1	GCF_003290485.1	RefSeq	From INSDC submitter	Complete Genome	1222814	7330907	2018-07-09	4544	PRJNA477735	SAMN09478194
Fusarium coffeatum		strain: FIESC_28	231269	ASM331698v1	GCF_003316985.1	RefSeq	From INSDC submitter	Contig	166659	37769732	2018-07-13	11779	PRJNA437524	SAMN08667433
Puma concolor	puma	isolate: SC36_Marlon, sex: male	9696	PumCon1.0	GCF_003327715.1	RefSeq	NCBI Annotation Release 100	Scaffold	27187	2432949531	2018-07-19	23958	PRJNA437459	SAMN08662999
Xiphophorus hellerii	green swordtail	sex: male, strain: 12219	8084	Xiphophorus_hellerii-4.1	GCF_003331165.1	RefSeq	NCBI Annotation Release 100	Chromosome	7084538	732889490	2019-12-05	30235	PRJNA290782	SAMN09545741
Macaca mulatta	Rhesus monkey	isolate: AG07107, sex: female	9544	Mmul_10	GCF_003339765.1	RefSeq	NCBI Annotation Release 103	Chromosome	46608966	2971314966	2019-02-13	40280	PRJNA476474;PRJNA12395	SAMN09435472
Nothoprocta perdicaria		isolate: Ctin4, sex: male	30464	notPer1	GCF_003342845.1	RefSeq	NCBI Annotation Release 100	Scaffold	95599	965904370	2018-07-26	18157	PRJNA433110	SAMN08476459
Dromaius novaehollandiae	emu	isolate: 6597, sex: male	8790	droNov1	GCF_003342905.1	RefSeq	NCBI Annotation Release 100	Scaffold	172131	1192237364	2018-07-26	18874	PRJNA433110	SAMN08476457
Apteryx rowi	Okarito brown kiwi	isolate: R43461, sex: male	308060	aptRow1	GCF_003343035.1	RefSeq	NCBI Annotation Release 100	Scaffold	129376	1228902913	2018-07-26	18218	PRJNA433110	SAMN08476454
Aspergillus welwitschiae		strain: CBS 139.54b	1341132	Aspwel1	GCF_003344945.1	RefSeq	From INSDC submitter	Scaffold	365683	37511876	2018-07-30	13957	PRJNA333467	SAMN05446521
